spine_seq,tier,tier_name,kind,src,dst,conf,via,collapsed,evidence,source,ref_checks,note_th,note_en
120,T4,dart,byte_sink_signature,[Kkg] _Bpa::<anonymous closure> @0x2f8998,"Null <anonymous closure>(dynamic, Uint8List?)",proven,,0,the sibling closure in the same family takes a nullable Uint8List — the upload payload type; it too has size -0x1 (no body),output/blutter/asm/Kkg.dart,PASS asm header 0x2f8998 @Kkg.dart:313 size -0x1 ([closure] Null <anonymous closure>(dynam),closure พี่น้องในตระกูลเดียวกันรับ `Uint8List?` = ประเภทของ payload ที่อัปโหลด (แต่ก็ไม่มี body เช่นกัน),the sibling closure takes a nullable Uint8List — the upload payload type
121,T4,dart,closure_inventory,[Kkg] _Bpa,21 pool slots (pp+0x137f8..pp+0x175e8): 12 top-level closures + 9 nested children,proven,,0,"every pool slot naming _Bpa: 0x137f8=0x310fb4, 0x13818=0x310e64, 0x13838=0x310a78, 0x13868=0x310720, 0x13888=0x310688, 0x138b0=0x3105ac, 0x138d0=0x3104c4, 0x138e0=0x5332c4, 0x138e8=0x310910, 0x138f8=0x310e58, 0x13960=0x2f7aac, 0x13988=0x3103b0, 0x139a8=0x2f8928, 0x139c8=0x2f8998, 0x139d0=0x310360, 0x139f0=0x533110, 0x13a30=0x310338, 0x13ae0=0x38c2cc, 0x13ae8=0x38c260, 0x13af0=0x38c32c, 0x175e8=0x310910",output/blutter/pp.txt,"PASS pp+0x137f8 line 16508: AnonymousClosure: (0x310fb4), of [Kkg] _Bpa | PASS pp+0x175e8 line 19751: AnonymousClosure: (0x310910), in [Kkg] _Bpa::<anonymous closure> (0x31 | PASS pp+0x137f8..0x175e8 holds 1973 slots (need >= 21)",บัญชี closure ทั้งหมดของ `_Bpa` ใน object pool: 21 สล็อต (pp+0x137f8..pp+0x175e8) — 12 ตัวเป็น closure ระดับบน และ 9 ตัวเป็นลูกซ้อนอยู่ข้างใน; มีแค่ 0x533110 กับ 0x5332c4 เท่านั้นที่มี body จริงใน dump,the complete closure inventory of _Bpa in the object pool; only two of them have a real body in the dump
122,T4,dart,code_not_in_dump,"33/38 slots of pp+0x13988..pp+0x13ac0 (request side: endpoint, action, multipart template, verb, hex literals, name tables, dart:io objects)","loaded by **zero** disassembled routines; the only 5 referenced slots (pp+0x139f8, pp+0x13a00, pp+0x13a10, pp+0x13a20, pp+0x13a30) are all loaded from Kkg.dart — i.e. by the response-check closure @0x533110",proven,,0,"grep for `pp+0xNNN` over all 672 asm files: 33 of the 38 slots in the endpoint's own allocation run are never loaded by any instruction, and every slot that *is* loaded is loaded from Kkg.dart (pp+0x139f8 = String: ""success""; pp+0x13a00 = UnlinkedCall: 0x173c2c - Switc; pp+0x13a10 = UnlinkedCall: 0x173c2c - Switc; pp+0x13a20 = Null; pp+0x13a30 = AnonymousClosure: (0x310338), ). The request-building half of the C2 code is present as pool data only.",output/blutter/asm/,"PASS pp+0x13988 line 16610: AnonymousClosure: (0x3103b0), of [Kkg] _Bpa | PASS pp+0x139a8 line 16614: AnonymousClosure: (0x2f8928), of [Kkg] _Bpa | PASS pp+0x139d8 line 16623: String: ""https://rest.snakeseller.com/api/request/"" | PASS pp+0x139e0 line 16624: String: ""\?action=upload_profile_image"" | PASS pp+0x139d8 line 16623: String: ""https://rest.snakeseller.com/api/request/"" | PASS pp+0x139f8 line 16627: String: ""success"" | PASS pp+0x13a00 line 16628: UnlinkedCall: 0x173c2c - SwitchableCallMissStub | PASS pp+0x13a10 line 16629: UnlinkedCall: 0x173c2c - SwitchableCallMissStub | PASS pp+0x13a20 line 16630: Null | PASS pp+0x13a30 line 16632: AnonymousClosure: (0x310338), in [Kkg] _Bpa::<anonymous closure> (0x2f","ข้อเท็จจริงเชิงลบที่คมที่สุดของ tier นี้: ใน allocation run ของ endpoint (pp+0x13988..pp+0x13ac0) มี 38 สล็อต แต่ 33 สล็อต **ไม่มีโค้ดตัวไหนโหลดเลย** — ที่ถูกโหลดมีแค่ 5 สล็อต (pp+0x139f8, pp+0x13a00, pp+0x13a10, pp+0x13a20, pp+0x13a30) และทั้งหมดถูกโหลดจาก Kkg.dart ซึ่งเป็น closure ฝั่ง 'ตรวจ response' (0x533110) สรุปสั้น ๆ คือ **ฝั่ง response ถูก disassemble ไว้ ฝั่ง request ไม่ได้** — ข้อมูลคำขอ (endpoint, action, multipart, verb, ค่า hex, ตารางชื่อ) นอนอยู่ใน pool อย่างเดียว (ดู G1/G3/G6)","the sharpest negative result of this tier: of 38 slots in the endpoint's own allocation run, 33 are never loaded by any code and the 5 that are loaded all belong to the response-check closure — the response half is disassembled, the request half is not"
123,T4,dart,candidate_secret,"pp+0x13918 / pp+0x13920 (inside the _Bpa region, 192 bytes from the endpoint slot)","""d0166552cf5886ffc1fcadeffd892870dd077f45d50cccfed5e4b7"" (54 hex chars) · ""b8621122bc62a9d0b68bdac18ee7491b"" (32 hex chars)",candidate,,0,"two lowercase-hex literals sitting between _Bpa closure slots pp+0x138f8 and pp+0x13960; no listed routine loads either slot, so neither their owner nor their role (key / IV / token / hash) is provable from this bundle",output/blutter/pp.txt,"PASS pp+0x13918 line 16589: String: ""d0166552cf5886ffc1fcadeffd892870dd077f45d50cccfed5e4b7"" | PASS pp+0x13920 line 16590: String: ""b8621122bc62a9d0b68bdac18ee7491b""",ค่า hex สองก้อนนอนอยู่ระหว่างสล็อต closure ของ `_Bpa` (pp+0x138f8 กับ pp+0x13960) — ก้อนหนึ่ง 54 ตัวอักษร อีกก้อน 32 ตัวอักษร (รูปทรงแบบ MD5) แต่ไม่มีโค้ดตัวไหนโหลด จึงระบุไม่ได้ว่าเป็น key/IV/token หรือ hash — คงไว้เป็น candidate + สูตรใน G6,two hex literals between _Bpa closure slots; owner and role unprovable — kept as candidate with recipe G6
124,T4,dart,candidate_name_table,const List literals pp+0x13850 / pp+0x13950 / pp+0x13998,"List(7) [0, 0x7, 0x1, 0x6, ""llb"", 0x6, Null] · List(15) [0, 0x6, 0x5, 0x1, ""DCb"", 0x5, ""Uva"", 0x3, ""eib"", 0x1, ""ggc"", 0x2 · List(9) [0, 0x3, 0x2, 0x1, ""DCb"", 0x1, ""eib"", 0x2, Null]",candidate,,0,"const lists mixing small ints with 3-char minified identifiers; the same tokens recur all over the pool (the most frequent one appears in 172 of 18786 pool entries), which is the shape of a serialisation / field-name table rather than an obfuscation alphabet",output/blutter/pp.txt,"PASS pp+0x13850 line 16539: List(7) [0, 0x7, 0x1, 0x6, ""llb"", 0x6, Null] | PASS pp+0x13950 line 16595: List(15) [0, 0x6, 0x5, 0x1, ""DCb"", 0x5, ""Uva"", 0x3, ""eib"", 0x1, ""ggc"", | PASS pp+0x13998 line 16612: List(9) [0, 0x3, 0x2, 0x1, ""DCb"", 0x1, ""eib"", 0x2, Null]",List ค่าคงที่ที่ผสม int เล็ก ๆ กับชื่อ identifier 3 ตัวอักษร (ผลจากการ minify) — ชื่อเหล่านี้โผล่ซ้ำทั่วทั้ง pool จึงน่าจะเป็นตารางชื่อฟิลด์สำหรับ serialize มากกว่า ตัวอักษรแทน code; ยังพิสูจน์ไม่ได้เพราะไม่มีโค้ดโหลด (candidate),"const lists mixing ints with 3-char minified identifiers; the tokens recur throughout the pool, so they look like a serialisation field-name table — unproven"
125,T4,dart,unlinked_call,pp+0x13928,UnlinkedCall: 0x173c2c - SwitchableCallMissStub,proven,,0,"a third UnlinkedCall slot inside the _Bpa region, with the same target as pp+0x13a00 and pp+0x13a10 (which the response-check closure loads twice — a megamorphic `[]` on the decoded response map); this one is not loaded by any listed routine",output/blutter/pp.txt,PASS pp+0x13928 line 16591: UnlinkedCall: 0x173c2c - SwitchableCallMissStub,สล็อต UnlinkedCall ตัวที่สามในย่าน `_Bpa` (CH-12 บันทึกสองตัวที่ 0x533110 โหลดจริง) — ตัวนี้ไม่มีโค้ดโหลด เป็นการเรียกแบบ megamorphic ที่ยังไม่ได้ link,"a third UnlinkedCall slot in the region; megamorphic dispatch, not yet linked, and not loaded by any listed routine"
126,T4,dart,config_registry,"[nkg] ooa (abstract, class id 368)","180 static late final fields (List<poa> x1, noa x179), offsets 0xb4c..0xe20 -> field-table 0x1698..0x1c40",proven,,0,"a second global registry whose field slots are interleaved with the _Bpa closures in the pool; its field-table range ends at 0x1c40, immediately below the Yoa store range that starts at 0x1ca0",output/blutter/asm/nkg.dart,PASS class ooa @nkg.dart:15 abstract class ooa extends Object { | PASS pp+0x137f0 line 16507: Field <ooa.sie>: static late final (offset: 0xc88) | PASS pp+0x13810 line 16519: Field <ooa.kke>: static late final (offset: 0xe0c),registry สากลตัวที่สอง: `[nkg] ooa` มี static late final 180 ฟิลด์ (ส่วนใหญ่ประเภท `noa`) ครอบคลุม field-table 0x1698..0x1c40 ซึ่งต่อกับช่วงของสโตร์ `Yoa` (0x1ca0..) พอดี — เป็นโครง config ระดับแอปที่วางชิดกับฝั่ง C2,a second global registry of 180 late-final fields whose field-table range abuts the Yoa store range
127,T4,dart,registry_unaccessed,[nkg] ooa (180 fields),**0** accessors in the whole dump (0/180 fields touched),unresolved,,0,the same field-table grep that found the Yoa readers finds nothing at all for ooa: not one of its 180 slots is initialised or read by disassembled code,output/blutter/asm/,PASS class ooa @nkg.dart:15 abstract class ooa extends Object {,"registry ทั้งก้อนนี้ไม่มี accessor เลยใน dump (180 ฟิลด์, 0 การเข้าถึง) — ผู้ที่ init/อ่านมันอยู่ในโค้ดที่ไม่ถูก disassemble เหมือนฝั่งคำขอ C2 (ดูสูตร G7)","the entire registry has zero accessors in the dump — its initialisers live in undisassembled code, exactly like the C2 request side (recipe G7)"
128,T4,dart,shared_state_store,"[xkg] Yoa (abstract, class id 334)","13 static late fields, offsets 0xe50..0xe80",proven,,0,String:Vge@0xe50; String:Wge@0xe54; String:Xge@0xe58; String:Yge@0xe5c; String:Zge@0xe60; int:cne@0xe64; int:dne@0xe68; int:ene@0xe6c; wx<int>:fne@0xe70; Uint8List:gne@0xe74; Loa:hne@0xe78; Poa:tKb@0xe7c; Xoa:ine@0xe80,output/blutter/asm/xkg.dart,PASS class Yoa @xkg.dart:8 abstract class Yoa extends Object { | PASS store Yoa has 13 static fields (expected 13),สโตร์สถานะร่วม `[xkg] Yoa` มี static late field 13 ตัว (offset 0xe50..0xe80) — ทั้งตระกูล `_Bpa` (ฝั่งคำขอ/ตอบ C2) และ `_ioa` (ฝั่งงาน async) อ่าน/เขียนที่นี่,the shared static store: 13 late fields spanning 0xe50..0xe80
129,T4,dart,addressing_rule,field offset (class metadata),field-table address = 2 x offset  (THR+0x68 -> field_table_values),proven,,0,"verified twice on this store: hne@0xe78 is loaded as [x,#0x1cf0] and tKb@0xe7c as [x,#0x1cf8]",output/blutter/asm/,PASS Yoa.hne has 2 accessors in asm/ (expected 2) | PASS Yoa.tKb has 8 accessors in asm/ (expected 8),กฎการเข้าถึง: ที่อยู่ field-table = 2 เท่าของ offset — ตรวจแล้วสองครั้งบนสโตร์นี้ (hne@0xe78 -> 0x1cf0 และ tKb@0xe7c -> 0x1cf8) ทำให้ไล่หา reader/writer ของทุกสล็อตได้ด้วย grep,"field-table address = 2 x offset, verified on both accessed slots — this is what makes every other slot greppable"
130,T4,dart,store_slots_unaccessed,[xkg] Yoa,"11 of 13 slots have no accessor in the dump: Vge, Wge, Xge, Yge, Zge, cne, dne, ene, fne, gne, ine",unresolved,,0,"field-table grep over all 672 asm files for 0x1ca0, 0x1ca8, 0x1cb0, 0x1cb8, 0x1cc0, 0x1cc8, 0x1cd0, 0x1cd8, 0x1ce0, 0x1ce8, 0x1d00 finds nothing for these slots — their readers/writers live in routines blutter did not list",output/blutter/asm/,PASS Yoa.Vge has 0 accessors in asm/ (expected 0) | PASS store Yoa has 13 static fields (expected 13),11 จาก 13 สล็อตไม่มี accessor ใน dump (รวม String 5 ตัวที่อาจเป็น token/host) — ดูสูตรปิดช่องว่าง G5,11 of 13 slots have no accessor in the dump — see recipe G5
131,T4,dart,byte_fetch_routine,[xkg] Yoa::<static anonymous closure> @0x52b4e4,Future<Uint8List> (size 0x388): AllocateUint8Array + 6 byte-move steps + AwaitStub,proven,,0,"static closure of the store class, pool slot pp+0xe1d8; allocates TypeArguments <Uint8List> (pp+0x1300) and reads Field <::.Yza> static late final (pp+0xe1d0)",output/blutter/asm/xkg.dart,"PASS asm header 0x52b4e4 @xkg.dart:25 size 0x388 (static late Xoa ine; // offset: 0xe80) | PASS pp+0xe1d8 line 12565: AnonymousClosure: static (0x52b4e4), of [xkg] Yoa | PASS pp+0x1300 line 757: TypeArguments: <Uint8List> | PASS pp+0xe1d0 line 12564: Field <::.Yza>: static late final (offset: 0x36c)","closure static ของคลาสสโตร์เอง (pp+0xe1d8) คืนค่า `Future<Uint8List>`: จอง Uint8Array, คัดลอกไบต์ 6 ขั้น, Await — นี่คือฝั่ง 'ดึงไบต์' ที่เลี้ยง payload ฝั่งอัปโหลด",the store class's own static closure returns Future<Uint8List>: 6 byte-move steps — this is the byte-fetch side feeding the upload payload
132,T4,dart,collapsed_range,"AS::Map<String, dynamic> wVa(AS)",[dart:core] StateError::_throwNew,proven,CH-11 hops 1-12,12,"CH-11: 12 proven hops, Dart instruction-level call edges (fan-in ranking) .. L5 (imported verbatim in CALL_LINKAGE.md)",call_linkage.json,PASS chain CH-11 has 12 hops (expected 12),ขอบ call ระดับคำสั่งของ Dart (จัดอันดับ fan-in) — ย่อเป็นฮอปเดียว (รายละเอียดครบใน CALL_LINKAGE.md CH-11),"Dart instruction-level call edges, fan-in ranking — collapsed to one hop (full detail in CALL_LINKAGE.md CH-11)"
133,T5,dart,TERMINUS,[Kkg] _Bpa::<anonymous closure> @0x2f8928,"pp+0x139d8  ""https://rest.snakeseller.com/api/request/""",proven,,0,pool slot pp+0x139d8 holds the endpoint verbatim; pp+0x139e0 holds the action query \?action=upload_profile_image ; the two slots are 8 bytes apart inside the same allocation run,output/blutter/pp.txt,"PASS pp+0x139d8 line 16623: String: ""https://rest.snakeseller.com/api/request/"" | PASS pp+0x139e0 line 16624: String: ""\?action=upload_profile_image""",ปลายทางของแกนนี้: pp+0x139d8 เก็บ endpoint `https://rest.snakeseller.com/api/request/` ตรงตัว และ pp+0x139e0 เก็บ action `\?action=upload_profile_image` ห่างกัน 8 ไบต์ในช่วง allocation เดียวกัน,"the terminus of this spine: pp+0x139d8 holds the endpoint, pp+0x139e0 the action query"
134,T5,dart,uses_pool_string,[Kkg] _Bpa::<anonymous closure> @ 0x2f8928,"""https://rest.snakeseller.com/api/request/""",probable,CH-12 hop 1 (E0949),0,the same string F5 found as a raw byte run at libapp.so file offset 0x43fe5 and F8 confirmed pool-exact at pp+0x139d8; output/blutter/pp.txt:16623,output/blutter/pp.txt:16623,PASS edge CH-12 hop 1,,
135,T5,dart,uses_pool_string,[Kkg] _Bpa::<anonymous closure> @ 0x2f8928,"""\?action=upload_profile_image""",probable,CH-12 hop 2 (E0950),0,"the slot right after the endpoint, in the same run; output/blutter/pp.txt:16624",output/blutter/pp.txt:16624,PASS edge CH-12 hop 2,,
136,T5,dart,uses_pool_string,[Kkg] _Bpa::<anonymous closure> @ 0x2f8928,multipart POST template (12 slots pp+0x13a38..0x13a90),probable,CH-12 hop 3 (E0951),0,consecutive slots between the endpoint run and the next unrelated entry; output/blutter/pp.txt:16633,output/blutter/pp.txt:16633,PASS edge CH-12 hop 3,,
137,T5,dart,dart_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",0x3102f4,candidate,CH-12 hop 4 (E0244),0,"output/blutter/asm/Kkg.dart:30 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x53313c: bl              #0x3102f4`",output/blutter/asm/Kkg.dart:30,PASS edge CH-12 hop 4,,
138,T5,dart,loads_pool_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)","""success""",proven,CH-12 hop 5 (E0245),0,"output/blutter/asm/Kkg.dart:33 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x533144: add             x16, PP, #0x13, lsl #12  ; [pp+0x139f8] ""success""`",output/blutter/asm/Kkg.dart:33,PASS edge CH-12 hop 5,,
139,T5,dart,loads_pool_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",UnlinkedCall: 0x173c2c - SwitchableCallMissStub,proven,CH-12 hop 6 (E0246),0,"output/blutter/asm/Kkg.dart:40 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x533158: add             x16, PP, #0x13, lsl #12  ; [pp+0x13a00] UnlinkedCall: 0x173c2c - SwitchableCallMissStub`",output/blutter/asm/Kkg.dart:40,PASS edge CH-12 hop 6,,
140,T5,dart,calls_unlinked_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",SwitchableCallMissStub,strong,CH-12 hop 7 (E0247),0,"output/blutter/asm/Kkg.dart:43 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `// 0x533164: blr             lr`; preceding: 0x533158: add x16, PP, #0x13, lsl #12 ; [pp+0x13a00] UnlinkedCall: 0x173c2c - SwitchableCallMissStub / 0x53315c: add x16, x16, #0xa00 / 0x533160: ldp x5, lr, [x16]",output/blutter/asm/Kkg.dart:43,PASS edge CH-12 hop 7,,
141,T5,dart,dart_gdt_dispatch,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)","GDT[cid + 0] - the Dart dispatch table, indexed by the receiver's class id",probable,CH-12 hop 8 (E0248),0,"output/blutter/asm/Kkg.dart:57 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `// 0x53318c: blr             lr`; preceding: 0x533180: mov x0, x1 / 0x533184: mov lr, x0 / 0x533188: ldr lr, [x21, lr, lsl #3]",output/blutter/asm/Kkg.dart:57,PASS edge CH-12 hop 8,,
142,T5,dart,branch_on_check,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",the merge point at 0x53323c of the same function - where the handler continues when the check does NOT hold,proven,CH-12 hop 9 (E0953),0,"output/blutter/asm/Kkg.dart:58 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `// 0x533190: tbnz            w0, #4, #0x53323c`",output/blutter/asm/Kkg.dart:58,PASS edge CH-12 hop 9,,
143,T5,dart,loads_pool_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",Sentinel,proven,CH-12 hop 10 (E0249),0,"output/blutter/asm/Kkg.dart:62 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x53319c: ldr             x16, [PP, #0x40]  ; [pp+0x40] Sentinel`",output/blutter/asm/Kkg.dart:62,PASS edge CH-12 hop 10,,
144,T5,dart,loads_pool_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",Field <Yoa.hne>: static late (offset: 0xe78),proven,CH-12 hop 11 (E0250),0,"output/blutter/asm/Kkg.dart:65 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x5331a8: add             x2, PP, #0xd, lsl #12  ; [pp+0xd9e0] Field <Yoa.hne>: static late (offset: 0xe78)`",output/blutter/asm/Kkg.dart:65,PASS edge CH-12 hop 11,,
145,T5,dart,dart_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",InitLateStaticFieldStub,proven,CH-12 hop 12 (E0251),0,"output/blutter/asm/Kkg.dart:67 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x5331b0: bl              #0x5526e0  ; InitLateStaticFieldStub`",output/blutter/asm/Kkg.dart:67,PASS edge CH-12 hop 12,,
146,T5,dart,loads_pool_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)","""data""",proven,CH-12 hop 13 (E0252),0,"output/blutter/asm/Kkg.dart:77 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x5331cc: ldr             lr, [PP, #0x1340]  ; [pp+0x1340] ""data""`",output/blutter/asm/Kkg.dart:77,PASS edge CH-12 hop 13,,
147,T5,dart,loads_pool_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",UnlinkedCall: 0x173c2c - SwitchableCallMissStub,proven,CH-12 hop 14 (E0253),0,"output/blutter/asm/Kkg.dart:83 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x5331dc: add             x16, PP, #0x13, lsl #12  ; [pp+0x13a10] UnlinkedCall: 0x173c2c - SwitchableCallMissStub`",output/blutter/asm/Kkg.dart:83,PASS edge CH-12 hop 14,,
148,T5,dart,calls_unlinked_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",SwitchableCallMissStub,strong,CH-12 hop 15 (E0254),0,"output/blutter/asm/Kkg.dart:86 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `// 0x5331e8: blr             lr`; preceding: 0x5331dc: add x16, PP, #0x13, lsl #12 ; [pp+0x13a10] UnlinkedCall: 0x173c2c - SwitchableCallMissStub / 0x5331e0: add x16, x16, #0xa10 / 0x5331e4: ldp x5, lr, [x16]",output/blutter/asm/Kkg.dart:86,PASS edge CH-12 hop 15,,
149,T5,dart,loads_pool_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",Type: int,proven,CH-12 hop 16 (E0255),0,"output/blutter/asm/Kkg.dart:102 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x533214: ldr             x8, [PP, #0xf80]  ; [pp+0xf80] Type: int`",output/blutter/asm/Kkg.dart:102,PASS edge CH-12 hop 16,,
150,T5,dart,loads_pool_slot,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",Null,proven,CH-12 hop 17 (E0256),0,"output/blutter/asm/Kkg.dart:104 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x533218: add             x3, PP, #0x13, lsl #12  ; [pp+0x13a20] Null`",output/blutter/asm/Kkg.dart:104,PASS edge CH-12 hop 17,,
151,T5,dart,dart_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",IsType_int_Stub,proven,CH-12 hop 18 (E0257),0,"output/blutter/asm/Kkg.dart:107 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x533220: bl              #0x55b758  ; IsType_int_Stub`",output/blutter/asm/Kkg.dart:107,PASS edge CH-12 hop 18,,
152,T5,dart,stores_response_field,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",Field <Yoa.hne>: static late (offset: 0xe78); the value lands in (r0->field_1f)->r0->field_1b,proven,CH-12 hop 19 (E0954),0,"output/blutter/asm/Kkg.dart:114 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), IR line `// 0x533238: StoreField: r0->field_1b = r1` / instruction `stur x1, [x0, #0x1b]`",output/blutter/asm/Kkg.dart:114,PASS edge CH-12 hop 19,,
153,T5,dart,dart_tail_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",Kkg__Bpa::_anon_closure_533110,strong,CH-12 hop 20 (E0258),0,"output/blutter/asm/Kkg.dart:117 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `// 0x533240: b               #0x533250`",output/blutter/asm/Kkg.dart:117,PASS edge CH-12 hop 20,,
154,T5,dart,dart_instantiates_closure,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",[Kkg] _Bpa::<anonymous closure> closure @ 0x310338 (pool slot pp+0x13a30),proven,CH-12 hop 21 (E0259),0,"output/blutter/asm/Kkg.dart:131 `//     0x533264: add             x1, PP, #0x13, lsl #12  ; [pp+0x13a30] AnonymousClosure: (0x310338), in [Kkg] _Bpa::<anonymous closure> (0x2f8928)`",output/blutter/asm/Kkg.dart:131,PASS edge CH-12 hop 21,,
155,T5,dart,dart_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",AllocateClosureStub,proven,CH-12 hop 22 (E0260),0,"output/blutter/asm/Kkg.dart:134 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x53326c: bl              #0x553954  ; AllocateClosureStub`",output/blutter/asm/Kkg.dart:134,PASS edge CH-12 hop 22,,
156,T5,dart,dart_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",0x1a5b64,candidate,CH-12 hop 23 (E0261),0,"output/blutter/asm/Kkg.dart:138 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x533278: bl              #0x1a5b64`",output/blutter/asm/Kkg.dart:138,PASS edge CH-12 hop 23,,
157,T5,dart,dart_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",StackOverflowSharedWithoutFPURegsStub,proven,CH-12 hop 24 (E0262),0,"output/blutter/asm/Kkg.dart:147 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x53328c: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/Kkg.dart:147,PASS edge CH-12 hop 24,,
158,T5,dart,dart_tail_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",Kkg__Bpa::_anon_closure_533110,strong,CH-12 hop 25 (E0263),0,"output/blutter/asm/Kkg.dart:148 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `// 0x533290: b               #0x533138`",output/blutter/asm/Kkg.dart:148,PASS edge CH-12 hop 25,,
159,T5,dart,dart_call,"_Bpa::[closure] Null <anonymous closure>(dynamic, bool, String)",NullCastErrorSharedWithoutFPURegsStub,proven,CH-12 hop 26 (E0264),0,"output/blutter/asm/Kkg.dart:150 inside `[closure] Null <anonymous closure>(dynamic, bool, String)` (function entry 0x533110), instruction `//     0x533294: bl              #0x554cdc  ; NullCastErrorSharedWithoutFPURegsStub`",output/blutter/asm/Kkg.dart:150,PASS edge CH-12 hop 26,,
160,T5,dart,uses_pool_string,[Kkg] _Bpa::<anonymous closure> @ 0x2f8928,post-response run (5 slots pp+0x13aa0..0x13ac0),probable,CH-12 hop 27 (E0952),0,"consecutive slots after the POST template, same run; output/blutter/pp.txt:16646",output/blutter/pp.txt:16646,PASS edge CH-12 hop 27,,
